gene,entrez_id,chromosome,
ZNF585A,199704,19,
TBC1D5,9779,3,
MTPAP,55149,10,
THUMPD1,55623,16,
SPANXA2-OT1,619455,X,
ZFP41,286128,8,
MDM1,56890,12,
WAC-AS1,220906,,
OMD,4958,9,
SLC25A36,55186,3,
MUC6,4588,11,
ESCO2,157570,8,
MIR29C,407026,1,
MAP2K4,6416,17,
ADCK1,57143,14,
TWIST1,7291,7,
FAM177B,400823,1,
MMGT1,93380,X,
KRT13,3860,17,
ABCC8,6833,11,
PSG4,5672,19,
MTMR7,9108,8,
CELA3A,10136,1,
SPINK13,153218,5,
EHBP1,23301,2,
IFFO2,126917,1,
CASP9,842,1,
SLC18B1,116843,6,
RPA2,6118,1,
SCN9A,6335,2,
GGPS1,9453,1,
LRRC37A3,374819,17,
SPACA7,122258,13,
FOXP4,116113,6,
CASS4,57091,20,
MTMR6,9107,13,
OR2K2,26248,9,
HNRNPUL1,11100,19,
TLR8-AS1,349408,,
PKD1,5310,16,
NFKBIZ,64332,3,
CCL5,6352,17,
NOXA1,10811,9,
ATP2C2,9914,16,
NEK2,4751,1,
ZC3H12A,80149,1,
C9orf117,286207,9,
A1CF,29974,10,
ZNF589,51385,3,
VGF,7425,7,
TAF2,6873,8,
ACKR4,51554,3,
BCORL1,63035,X,
PRSS42,339906,3,
PHLDA1,22822,12,
ZCWPW1,55063,7,
MUC16,94025,19,
MFAP3,4238,5,
EDA,1896,X,
SP4,6671,7,
MTX3,345778,5,
ORAI1,84876,,
CBWD1,55871,9,
SLC1A1,6505,9,
AKNA,80709,9,
GIMAP4,55303,7,
ZNF286A,57335,17,
TMEM114,283953,16,
LINC00326,285735,,
CTXN2,399697,15,
FAM50B,26240,6,
TMEM100,55273,17,
BTRC,8945,10,
MBOAT7,79143,19,
HS6ST1,9394,2,
SOX6,55553,11,
RAB4A,5867,1,
MMP25,64386,16,
FGA,2243,4,
POU4F3,5459,5,
RBM39,9584,20,
ARHGAP39,80728,8,
EFCAB5,374786,17,
C19orf66,55337,19,
C10orf113,387638,10,
CECR2,27443,22,
ADAM18,8749,8,
NAPA,8775,19,
SNAP91,9892,6,
MTSS1L,92154,16,
C15orf38,348110,15,
LY6G5C,80741,6,
KCNN3,3782,1,
CYLD,1540,16,
GZMM,3004,19,
HDAC3,8841,5,
INE1,8552,X,
GATA2,2624,3,
PDCD1LG2,80380,9,
HAO1,54363,20,
HMGB1,3146,13,
MKL2,57496,16,
INHBE,83729,12,
SLC45A2,51151,5,
PHF20,51230,20,
ZNF805,390980,19,
STIM1,6786,11,
AKR1CL1,340811,10,
VAMP2,6844,17,
ACSM3,6296,16,
ACSF3,197322,16,
ZNF367,195828,9,
NKTR,4820,3,
DHX35,60625,20,
ZNF396,252884,18,
RAB6A,5870,11,
C19orf53,28974,19,
CUL5,8065,11,
BTN1A1,696,6,
TTC5,91875,14,
ZNF532,55205,18,
ZNF48,197407,16,
N6AMT1,29104,21,
ADCY7,113,16,
DHX30,22907,3,
SLC16A6,9120,17,
B3GALNT2,148789,1,
SIKE1,80143,1,
CASP3,836,4,
VWCE,220001,11,
RAD54L2,23132,3,
BAHCC1,57597,17,
CD36,948,7,
SDC3,9672,1,
SPAG1,6674,8,
MXD4,10608,4,
TOX,9760,8,
FXYD1,5348,19,
WDR59,79726,16,
DENND2C,163259,1,
ZNF346,23567,5,
HOXD4,3233,2,
TAS2R43,259289,12,
GLRA1,2741,5,
ANKEF1,63926,20,
BBS9,27241,7,
EVI2B,2124,17,
PPP1R3A,5506,7,
SLC41A3,54946,3,
OR5B21,219968,11,
SRRM3,222183,7,
RNLS,55328,10,
PMPCA,23203,9,
UHRF1,29128,19,
PMS2P5,5383,,
ORC3,23595,6,
BSG,682,19,
ZNF70,7621,22,
ASXL1,171023,20,
CDR2L,30850,17,
CCDC39,339829,3,
CHRD,8646,3,
EIF4A2,1974,3,
LRRC10B,390205,11,
AHSP,51327,16,
EIF4ENIF1,56478,22,
NKIRAS1,28512,3,
FOXE1,2304,9,
TRMT1,55621,19,
H3F3AP4,440926,,
CDH1,999,16,
SMIM11,54065,21,
LRRC34,151827,3,
TRNP1,388610,1,
HEATR5B,54497,2,
TRMT61B,55006,2,
KAT6A,7994,8,
REPS1,85021,6,
CBX1,10951,17,
CDS1,1040,4,
RNF17,56163,13,
PER1,5187,17,
NBAS,51594,2,
NME6,10201,3,
SEMA4C,54910,2,
CARD8,22900,19,
PKD1L3,342372,16,
RNPS1,10921,16,
COL8A1,1295,3,
ZNF35,7584,3,
ACSL6,23305,5,
RAI2,10742,X,
PTPRK,5796,6,
CDH20,28316,18,
YTHDF1,54915,20,
ZNF484,83744,9,
RBM47,54502,4,
CAPN8,388743,1,
SLC7A7,9056,14,
ZNF627,199692,19,
C7orf43,55262,7,
MELK,9833,9,
CECR5-AS1,100130717,22,
NCS1,23413,9,
CCL23,6368,17,
TMA7,51372,3,
USP36,57602,17,
ACSM5,54988,16,
MAP3K2,10746,2,
BEST4,266675,1,
PNKD,25953,2,
C6orf1,221491,6,
DDX6,1656,11,
PGP,283871,16,
DRGX,644168,10,
TPCN2,219931,11,
ZNF468,90333,19,
SYCE1L,100130958,16,
NSA2,10412,5,
DNAJC30,84277,7,
KPNA1,3836,3,
FKBP10,60681,17,
SMAD1,4086,4,
CEACAM1,634,19,
SERP1,27230,3,
SLC27A3,11000,1,
GPR21,2844,9,
SIRT1,23411,10,
RSPO4,343637,20,
TACC3,10460,4,
RAD50,10111,5,
CACNG2,10369,22,
ZNF726,730087,19,
C15orf62,643338,15,
RP9,6100,7,
WISP3,8838,6,
ZNF141,7700,4,
GRAMD1B,57476,11,
NOP58,51602,2,
MARVELD3,91862,16,
ATP5H,10476,17,
BMP8B,656,1,
ERLIN2,11160,8,
IGFALS,3483,16,
RPS27,6232,15,
HIST3H2BB,128312,1,
KIAA0586,9786,14,
FASTKD1,79675,2,
CXCL12,6387,10,
HLF,3131,17,
SYNPO2,171024,4,
ZNF408,79797,11,
RPS14P3,644068,,
PPM1D,8493,17,
CHST5,23563,16,
LBX1-AS1,399806,,
LMOD1,25802,1,
RIBC1,158787,X,
C18orf21,83608,18,
TRIM64C,646754,11,
HSD17B12,51144,11,
C11orf24,53838,11,
FZD3,7976,8,
CYP3A4,1576,7,
NDRG3,57446,20,
ZBED5,58486,11,
HIST1H2BC,8347,6,
ZNF524,147807,19,
FAM90A7P,441317,8,
MFSD8,256471,4,
C4orf3,401152,4,
ATP6V0C,527,16,
TGFA,7039,2,
NLRP4,147945,19,
MAMDC4,158056,9,
CXorf66,347487,X,
BRAT1,221927,7,
HPGD,3248,4,
LY9,4063,1,
DLK1,8788,14,
KCNE3,10008,11,
FAM19A2,338811,12,
UGT2A3,79799,4,
BAZ1A,11177,14,
CARD11,84433,7,
TM4SF4,7104,3,
TECPR2,9895,14,
MBD4,8930,3,
KERA,11081,12,
SEPHS2,22928,16,
OTC,5009,X,
LPCAT4,254531,15,
SLC30A7,148867,1,
TMEM246,84302,9,
MAPK9,5601,5,
AARS2,57505,6,
NETO1,81832,18,
COPS2,9318,15,
C20orf194,25943,20,
USP3,9960,15,
NUBPL,80224,14,
NCOA6,23054,20,
C1orf116,79098,1,
TAAR1,134864,6,
ZNF430,80264,19,
POLD2,5425,7,
PRPF8,10594,17,
SSU72,29101,1,
BAGE,574,,
FFAR2,2867,19,
CEP192,55125,18,
TRMT6,51605,20,
TRIM50,135892,7,
CDCA7,83879,2,
PXN,5829,12,
CALB1,793,8,
TNNT3,7140,11,
CCDC135,84229,16,
CD7,924,17,
ALDH16A1,126133,19,
ATP8B5P,158381,9,
CACFD1,11094,9,
LINC00654,149837,20,
LINC00342,150759,,
USP34,9736,2,
CDK5R2,8941,2,
CBL,867,11,
SLFNL1-AS1,100507178,1,
SERINC4,619189,15,
PLRG1,5356,4,
ADRA2C,152,4,
PUM2,23369,2,
MFHAS1,9258,8,
OBSL1,23363,2,
SPATA32,124783,17,
LRIG2,9860,1,
C10orf2,56652,10,
H19,283120,11,
PELI3,246330,11,
PRKAG2,51422,7,
ZMYM5,9205,13,
ZNF397,84307,18,
KIF24,347240,9,
MACROD2,140733,20,
XPA,7507,9,
ARHGAP4,393,X,
ZSCAN25,221785,7,
GPR132,29933,14,
KRTAP19-7,337974,21,
HNRNPAB,3182,5,
ATG2B,55102,14,
UBA3,9039,3,
UTP23,84294,8,
CDSN,1041,6,
CLDN19,149461,1,
FNDC1,84624,6,
CSRP2BP,57325,20,
DDX25,29118,11,
OR11H6,122748,14,
ARFGAP3,26286,22,
FBXW11,23291,5,
SLC2A4RG,56731,20,
FKBP3,2287,14,
SIGLEC14,100049587,19,
PTPN18,26469,2,
GNL3L,54552,X,
CDH15,1013,16,
ANGEL1,23357,14,
SPATA2L,124044,16,
NDUFC1,4717,4,
TSPAN32,10077,11,
ZNF548,147694,19,
MATN3,4148,2,
UPF3A,65110,13,
ARHGAP40,343578,20,
SNED1,25992,2,
GRPEL2,134266,5,
PGAM5,192111,12,
FAM169A,26049,5,
SRRT,51593,7,
TMEM169,92691,2,
MROH6,642475,8,
TMEM105,284186,17,
DLX6,1750,7,
GNRHR2,114814,1,
ERC1,23085,12,
IL36RN,26525,2,
RBM27,54439,5,
METTL21B,25895,12,
ALDH1A2,8854,15,
ALKBH5,54890,17,
MOK,5891,14,
GZMK,3003,5,
COX19,90639,7,
KRT25,147183,17,
POPDC2,64091,3,
JRKL,8690,11,
PUSL1,126789,1,
ADH1A,124,4,
IMMP1L,196294,11,
MIR3677,100500812,16,
TLK2,11011,17,
SSRP1,6749,11,
C21orf58,54058,21,
YDJC,150223,22,
EMR3,84658,19,
ACSL4,2182,X,
ECEL1,9427,2,
SMAP2,64744,1,
MRPS5,64969,2,
PTMS,5763,12,
GUCD1,83606,22,
PAXBP1-AS1,100506215,21,
WTAP,9589,6,
MCM8,84515,20,
GLYCAM1,644076,12,
TSC22D2,9819,3,
40787,55752,4,
TNF,7124,6,
FBRS,64319,16,
CSPG4,1464,15,
RPP14,11102,3,
GPR15,2838,3,
CNST,163882,1,
RXRG,6258,1,
SLC35G4,646000,18,
SAMD10,140700,20,
BMP1,649,8,
CCDC36,339834,3,
POLR3F,10621,20,
NANOS2,339345,19,
ZDHHC24,254359,11,
LCORL,254251,4,
CUL3,8452,2,
CCM2L,140706,20,
SUZ12,23512,17,
KIAA0556,23247,16,
ZSCAN2,54993,15,
UROC1,131669,3,
MOGAT1,116255,2,
OR2M3,127062,1,
PNMA1,9240,14,
GNAZ,2781,,
FAM189A1,23359,15,
SEC62,7095,3,
AGRP,181,16,
SMPDL3A,10924,6,
CRISP1,167,6,
C10orf55,414236,10,
BTK,695,X,
KCNE1,3753,21,
CCNB1IP1,57820,14,
ZNF564,163050,19,
AP5B1,91056,11,
SERPINA9,327657,14,
ESM1,11082,5,
KIAA2026,158358,9,
PLA2G4D,283748,15,
D2HGDH,728294,2,
NPRL2,10641,3,
GPX5,2880,6,
SLC25A46,91137,5,
PRRC2C,23215,1,
C19orf71,100128569,19,
PPIAL4G,644591,1,
SLC25A24,29957,1,
GPR115,221393,6,
E2F4,1874,16,
SRCRB4D,136853,7,
SLC25A6,293,X|Y,
XAGE5,170627,X,
SCAF11,9169,12,
NAALADL2,254827,3,
UCKL1-AS1,100113386,20,
PPM1M,132160,3,
PLEC,5339,8,
LIPM,340654,10,
TBCEL,219899,11,
POU5F1P4,645682,1,
BBOX1,8424,11,
PLIN5,440503,19,
KIF26B,55083,1,
VPS45,11311,1,
DUSP22,56940,6,
DYX1C1,161582,15,
BTF3L4,91408,1,
NAP1L6,645996,X,
SIRT3,23410,11,
CCDC81,60494,11,
SRPK3,26576,X,
CCDC90B,60492,11,
GAS5,60674,1,
SLC50A1,55974,1,
PMM2,5373,16,
AGAP5,729092,10,
ABCG4,64137,11,
PTGER2,5732,14,
C5orf27,202299,,
NID1,4811,1,
FAM13A-AS1,285512,4,
MPPED2,744,11,
LINC00963,100506190,,
HLA-DOB,3112,6,
ZNF816-ZNF321P,100529240,19,
UBR1,197131,15,
PDLIM2,64236,8,
HNRNPC,3183,14,
MYEOV,26579,11,
ASPRV1,151516,2,
ADORA2A-AS1,646023,22,
NCOA2,10499,8,
CTSG,1511,14,
DPP6,1804,7,
OR4C13,283092,11,
LMAN1,3998,18,
GNG4,2786,1,
ZNF84,7637,12,
BIN1,274,2,
SLC16A2,6567,X,
FAM159A,348378,1,
LYRM4,57128,6,
ZXDB,158586,X,
CHCHD5,84269,2,
WDR55,54853,5,
EIF4EBP1,1978,8,
GSDMA,284110,17,
ENPP3,5169,6,
TPM3,7170,1,
CREBRF,153222,5,
RPN2,6185,20,
ZNF365,22891,10,
SLC25A43,203427,X,
DNASE1,1773,16,
TSTD1,100131187,1,
MED26,9441,19,
CUL9,23113,6,
PRKD1,5587,14,
CPVL,54504,7,
OR4C11,219429,11,
ADAMTS15,170689,11,
MCM3AP,8888,21,
MMAB,326625,12,
POLR2J,5439,7,
CCDC60,160777,12,
PMPCB,9512,7,
RNF144A,9781,2,
HCG26,352961,,
APCDD1L,164284,20,
OR9A2,135924,7,
KLF17,128209,1,
SCNN1G,6340,16,
IGFBP6,3489,12,
EXD3,54932,9,
STMND1,401236,6,
GDI1,2664,X,
CUL4B,8450,X,
UPK1A,11045,19,
MS4A13,503497,11,
OCIAD2,132299,4,
KIF2A,3796,5,
MATN1-AS1,100129196,1,
SH3BGR,6450,21,
TOP1P2,7152,,
MS4A10,341116,11,
PCDHB15,56121,5,
KCNJ6,3763,21,
CA1,759,8,
C17orf104,284071,17,
ANKRD10,55608,13,
OR9G4,283189,11,
OGN,4969,9,
KIAA1211L,343990,2,
SUN5,140732,20,
DDX59,83479,1,
LHX5,64211,12,
ARHGAP24,83478,4,
CAPZA3,93661,12,
KIF3C,3797,2,
DYRK3,8444,1,
TSPAN19,144448,12,
FAM115C,285966,7,
SPTLC2,9517,14,
CBX4,8535,17,
ZNRF2,223082,7,
OR6W1P,89883,,
ARHGAP33,115703,19,
PSKH1,5681,16,
TPTEP1,387590,22,
GOLGA3,2802,12,
EPHB4,2050,7,
ABCD2,225,12,
YAE1D1,57002,7,
PCDHB5,26167,5,
IRS2,8660,13,
NIPAL2,79815,8,
KIF5B,3799,10,
COQ9,57017,16,
TRIM31,11074,6,
GNRH2,2797,20,
FAM201A,158228,,
TIMM17B,10245,X,
C1orf112,55732,1,
VPS4B,9525,18,
TMPRSS7,344805,3,
PTH2,113091,19,
ETV1,2115,7,
VN1R4,317703,19,
NHLRC2,374354,10,
ACAD11,84129,3,
RASA1,5921,5,
GPR180,160897,13,
PCDH9,5101,13,
MOB3A,126308,19,
NCL,4691,2,
HRK,8739,12,
MIR548AE2,100616339,5,
SCGB1C1,147199,11,
TANGO2,128989,22,
RAB25,57111,1,
ARRB2,409,17,
TNNI1,7135,1,
GRINA,2907,8,
SCN1A,6323,2,
RPS27L,51065,15,
ARHGEF9,23229,X,
ARL3,403,10,
SH2D6,284948,2,
LRRTM2,26045,5,
OR1S2,219958,11,
ZBTB26,57684,9,
LINC00633,100129515,X,
C7orf34,135927,7,
KRTAP10-6,386674,21,
CECR5,27440,22,
ERVV-1,147664,19,
FAM160A2,84067,11,
RNF7,9616,3,
PPP2R1B,5519,11,
DKK2,27123,4,
ERH,2079,14,
PALM3,342979,19,
ZNF705A,440077,12,
CA5BP1,340591,X,
ALG12,79087,22,
C4orf48,401115,4,
TMEM255B,348013,13,
MEGF8,1954,19,
C16orf59,80178,16,
TMSB15A,11013,X,
PPT2,9374,6,
IL21R,50615,16,
PIGW,284098,17,
KY,339855,3,
HIPK1,204851,1,
LCP2,3937,5,
GIPC3,126326,19,
CLGN,1047,4,
FKBP15,23307,9,
EFR3A,23167,8,
PBK,55872,8,
SKP1P2,6501,,
MKX,283078,10,
SUFU,51684,10,
SREK1,140890,5,
ITGB3BP,23421,1,
CACHD1,57685,1,
BTF3,689,5,
CCDC141,285025,2,
KIAA1279,26128,10,
NBPF10,100132406,1,
NOC2L,26155,1,
OR2W1,26692,6,
SLC26A7,115111,8,
PLEKHA3,65977,2,
DSCAML1,57453,11,
JAG2,3714,14,
PDE12,201626,3,
C14orf182,283551,14,
RHBDD3,25807,22,
OR11H4,390442,14,
PTPDC1,138639,9,
DLGAP4,22839,20,
KRT32,3882,17,
ZNF474,133923,5,
USHBP1,83878,19,
ALCAM,214,3,
EPS15,2060,1,
METTL23,124512,17,
TMEM163,81615,2,
C1orf180,439927,1,
KCNN1,3780,19,
OR2C1,4993,16,
ZFAND6,54469,15,
OR10A3,26496,11,
SLC25A22,79751,11,
AREL1,9870,14,
OSGEP,55644,14,
TMEM248,55069,7,
NR3C1,2908,5,
KCNA6,3742,12,
TCEAL3,85012,X,
EVA1A,84141,2,
TMA16,55319,4,
GRAMD1A,57655,19,
C9orf72,203228,9,
C20orf144,128864,20,
RPS6KA6,27330,X,
HCAR3,8843,12,
FAM215A,23591,17,
CLK4,57396,5,
LPHN3,23284,4,
WRN,7486,8,
TSPAN7,7102,X,
HIST1H2BM,8342,6,
VWF,7450,12,
ULK2,9706,17,
EXTL1,2134,1,
FAM198B,51313,4,
IER3,8870,6,
ANKHD1-EIF4EBP3,404734,5,
NFS1,9054,20,
TREML4,285852,6,
TTN,7273,2,
C12orf77,196415,,
SUGP1,57794,19,
C4orf6,10141,4,
KRT38,8687,17,
C16orf93,90835,16,
C12orf42,374470,12,
EXOC5,10640,14,
EXOSC10,5394,1,
IFT81,28981,12,
NAT2,10,8,
TTC9,23508,14,
PDPR,55066,16,
NMD3,51068,3,
GPR113,165082,2,
ZBTB7C,201501,18,
EVL,51466,14,
VEZT,55591,12,
DNTTIP1,116092,20,
PMS2,5395,7,
ARHGEF11,9826,1,
VWA7,80737,6,
C11orf45,219833,11,
RYR1,6261,19,
NRL,4901,14,
LINC00641,283624,14,
SERF1B,728492,5,
CDC73,79577,1,
EGFL7,51162,9,
CHSY1,22856,15,
SMARCB1,6598,22,
TGOLN2,10618,2,
FAM73B,84895,9,
OR2V2,285659,5,
C9orf69,90120,9,
RAD54L,8438,1,
FOXR2,139628,X,
PIP5K1A,8394,1,
HOXA4,3201,7,
FTSJ2,29960,7,
AKIP1,56672,11,
COX18,285521,4,
TRAPPC11,60684,4,
TNFAIP3,7128,6,
OXGR1,27199,13,
C1orf101,257044,1,
AASDH,132949,4,
RYBP,23429,,
H2AFZ,3015,4,
DYNC2H1,79659,11,
MAGED1,9500,X,
OR7E2P,8587,,
STAP1,26228,4,
WDR87,83889,19,
UCN3,114131,10,
PCDH18,54510,4,
VPS33A,65082,12,
DPEP2,64174,16,
EGFEM1P,93556,,
ARID3A,1820,19,
BSX,390259,11,
TIA1,7072,2,
FAM221B,392307,9,
ARL6IP4,51329,12,
DHPS,1725,19,
HIST1H4B,8366,6,
FAM206A,54942,9,
NFYB,4801,12,
SPRED1,161742,15,
CCNB2,9133,15,
BNIPL,149428,1,
ARHGAP28,79822,18,
NUDT5,11164,10,
B3GNT4,79369,12,
MAPK15,225689,8,
INTS3,65123,1,
HIPK4,147746,19,
TSPAN10,83882,17,
DTWD1,56986,15,
UBAP2L,9898,1,
ALS2,57679,2,
PCDHB6,56130,5,
MAP3K7CL,56911,21,
EAF2,55840,3,
ZNF782,158431,9,
ASCL1,429,12,
ORAOV1,220064,11,
PPM1F,9647,22,
SHE,126669,1,
DTX4,23220,11,
LRPAP1,4043,4,
FABP1,2168,2,
MNX1-AS1,645249,7,
PIP5K1C,23396,19,
ZNF487,642819,10,
TEAD1,7003,11,
COLEC11,78989,2,
ENKD1,84080,16,
AIG1,51390,6,
N4BP1,9683,16,
GYPA,2993,4,
TTC39A,22996,1,
PDP1,54704,8,
LRRC15,131578,3,
FANCE,2178,6,
MRGPRX1,259249,11,
KISS1,3814,1,
RASSF1,11186,3,
POFUT2,23275,21,
RNF34,80196,12,
ABCG8,64241,2,
ADAM9,8754,8,
CRYZL1,9946,21,
GYG2P1,352887,,
PIAS2,9063,18,
COL3A1,1281,2,
CD8B,926,2,
CYSLTR2,57105,13,
EXOC3L2,90332,19,
VPS51,738,11,
PACS1,55690,11,
OR51A4,401666,11,
PCDHGA5,56110,5,
SLC9A9,285195,3,
REM1,28954,20,
NCBP1,4686,9,
SPACA1,81833,6,
ALDOB,229,9,
ZNF132,7691,19,
RHOT2,89941,16,
LIPF,8513,10,
CASP5,838,11,
IQSEC3,440073,12,
PCDHA9,9752,5,
RNASEH2A,10535,19,
PICALM,8301,11,
BIRC7,79444,20,
DMXL1,1657,5,
NELFCD,51497,20,
PSG2,5670,19,
ALG10,84920,12,
FAM117A,81558,17,
FAM120B,84498,6,
TRIB2,28951,2,
ZKSCAN2,342357,16,
SDAD1,55153,4,
TOP1MT,116447,8,
SUMO1,7341,2,
LINC00473,90632,6,
NR2C2,7182,3,
TTC19,54902,17,
CELA2B,51032,1,
IFT80,57560,3,
ZP3,7784,7,
COMMD10,51397,5,
PIBF1,10464,13,
UBL5,59286,19,
RAPH1,65059,2,
VANGL1,81839,1,
HFM1,164045,1,
STX1A,6804,7,
ZNHIT6,54680,1,
LINC00907,284260,18,
ZNF469,84627,16,
ABHD16A,7920,6,
FAM211A,388341,17,
LPAR2,9170,19,
AACS,65985,12,
APOBEC3D,140564,22,
LRRC8B,23507,1,
HK2,3099,2,
TBKBP1,9755,17,
DNAJB4,11080,1,
VPS13B,157680,8,
DNMT3B,1789,20,
AAR2,25980,20,
KDM6A,7403,X,
PDCD6IP,10015,3,
GHSR,2693,3,
NADSYN1,55191,11,
FN3K,64122,17,
STRIP1,85369,1,
HIST2H2BC,337873,1,
SIRT7,51547,17,
SYT16,83851,14,
MOV10L1,54456,22,
PRKCD,5580,3,
LRRC18,474354,10,
ACBD3,64746,1,
TXNRD3NB,645840,3,
FAHD1,81889,16,
NHLRC3,387921,13,
VDAC1,7416,5,
CD2AP,23607,6,
SERPINA1,5265,14,
TMEM131,23505,2,
ZNF668,79759,16,
PFN4,375189,2,
HELT,391723,4,
WDR52,55779,3,
ANO2,57101,12,
EIF4G3,8672,1,
CER1,9350,9,
ZMIZ2,83637,7,
ANKRD36BP2,645784,2,
ALDH3B2,222,11,
SLC16A10,117247,6,
RALGAPA1,253959,14,
RPS6KB2,6199,11,
MROH1,727957,8,
ABCC5,10057,3,
GUSBP11,91316,22,
COG8,84342,16,
DDX4,54514,5,
IMP3,55272,15,
PTPN23,25930,3,
RNF31,55072,14,
SRP72,6731,4,
DSC1,1823,18,
C16orf54,283897,16,
POP7,10248,7,
ALPP,250,2,
KRTAP21-1,337977,21,
CACTIN-AS1,404665,19,
TPPP2,122664,14,
ARHGAP9,64333,12,
FDXR,2232,17,
UPF2,26019,10,
CRTC1,23373,19,
RNASEH1P1,284203,,
ADARB1,104,21,
HOXC5,3222,12,
OGFOD1,55239,16,
RPS6KA4,8986,11,
OR51A7,119687,11,
NAPB,63908,20,
JAK3,3718,19,
CTU2,348180,16,
SLC39A7,7922,6,
STARD7-AS1,285033,,
PLEKHM1,9842,17,
ZNF91,7644,19,
ZNF720,124411,16,
TMEM207,131920,3,
ANKRD31,256006,5,
TGFB3,7043,14,
AOAH,313,7,
PROSER1,80209,13,
BAI2,576,1,
TBC1D10A,83874,22,
KDM2B,84678,12,
ZNF334,55713,20,
HOXA7,3204,7,
ADAM5,255926,,
FBXO22,26263,15,
ZBTB49,166793,4,
NFKB1,4790,4,
ACTL8,81569,1,
WNT4,54361,1,
TAS2R7,50837,12,
FZD2,2535,17,
C8orf56,157556,8,
NFKBIL1,4795,6,
TSFM,10102,12,
TRAF3IP3,80342,1,
TYROBP,7305,19,
PIKFYVE,200576,2,
ZFX,7543,X,
ASPH,444,8,
C4orf29,80167,4,
TSPYL6,388951,2,
SFR1,119392,10,
MYBL2,4605,20,
SRF,6722,6,
CHD8,57680,14,
TCF12,6938,15,
G3BP1,10146,5,
MED23,9439,6,
ZNF143,7702,11,
ANKRD52,283373,12,
GRIN2D,2906,19,
ZSCAN30,100101467,18,
OR8A1,390275,11,
MEI1,150365,22,
TNFRSF10C,8794,8,
CCDC103,388389,17,
ABCC2,1244,10,
LRRC8D,55144,1,
ZNF721,170960,4,
C3orf20,84077,3,
CTC1,80169,17,
DGKD,8527,2,
DTD1,92675,20,
SERPINE3,647174,13,
CSN1S2AP,286828,4,
HINT3,135114,6,
MAL,4118,2,
LHFPL1,340596,X,
SLC25A37,51312,8,
OR6X1,390260,11,
RTTN,25914,18,
RNU6-28P,100873756,,
COX15,1355,10,
CETN3,1070,5,
ZUFSP,221302,6,
MUM1L1,139221,X,
GUSBP10,642006,,
ZNF19,7567,16,
LENG9,94059,19,
RRAS2,22800,11,
SIRPA,140885,20,
RSPO1,284654,1,
IL31,386653,12,
TXNDC8,255220,9,
RPL35,11224,9,
ZSCAN20,7579,1,
FAM86C2P,645332,11,
ENHO,375704,9,
TTC9C,283237,11,
C20orf85,128602,20,
ZBED3-AS1,728723,,
XPNPEP2,7512,X,
SLC29A1,2030,6,
RPS14,6208,5,
CSH2,1443,17,
N4BP3,23138,5,
BCL7B,9275,7,
FOXD2-AS1,84793,1,
C5orf48,389320,,
KRTAP19-8,728299,21,
DLX3,1747,17,
OPN3,23596,1,
PFDN5,5204,12,
ZNF570,148268,19,
ZMYND8,23613,20,
SUZ12P1,440423,,
SNHG12,85028,1,
TMEM89,440955,3,
ESCO1,114799,18,
EFHD1,80303,2,
PTCH2,8643,1,
GLTPD1,80772,1,
IQCF5,389124,3,
DHX15,1665,4,
WDR44,54521,X,
TTTY5,83863,Y,
LYPD6,130574,2,
MIR1256,100302155,1,
APOBEC3F,200316,22,
ZNF414,84330,19,
SORCS3-AS1,100505890,10,
RCBTB2,1102,13,
TLK1,9874,2,
PARP10,84875,8,
GNAT3,346562,7,
HECTD3,79654,1,
CASC5,57082,15,
ZNF99,7652,19,
TMEM255A,55026,X,
CNIH4,29097,1,
TMEM251,26175,14,
ROBO3,64221,11,
TRIM32,22954,9,
NUP88,4927,17,
TMEM167B,56900,1,
DEGS1,8560,1,
LYZ,4069,12,
GKN2,200504,2,
CRAMP1L,57585,16,
NBEAL1,65065,2,
APOBEC3G,60489,22,
CCNT2,905,2,
APOL6,80830,22,
NXF5,55998,X,
PIAS4,51588,19,
FBXO3,26273,11,
KIF14,9928,1,
ADAM20,8748,14,
NIPA2,81614,15,
NCAPH2,29781,22,
EXOSC8,11340,13,
UBR5,51366,8,
ADRM1,11047,20,
TBC1D17,79735,19,
JTB,10899,1,
HERC2,8924,15,
GPHA2,170589,11,
TAS2R30,259293,12,
ZBTB37,84614,1,
CSF1,1435,1,
NEMF,9147,,
JADE3,9767,X,
TACSTD2,4070,1,
MACROD1,28992,11,
LIX1L,128077,1,
CCDC14,64770,3,
39142,64844,2,
SCGB1D2,10647,11,
REP15,387849,12,
OR56B4,196335,11,
CDA,978,1,
MC3R,4159,20,
ZNF691,51058,1,
CDK10,8558,16,
MUC20,200958,3,
LOXL2,4017,8,
DNM3,26052,1,
CD44,960,11,
NVL,4931,1,
MBNL1,4154,3,
AFM,173,4,
CASP1,834,11,
KCNT2,343450,1,
ARHGEF26,26084,3,
SCN11A,11280,3,
SMARCE1,6605,17,
TSC22D4,81628,7,
GLIPR2,152007,9,
EMX2OS,196047,10,
CD101,9398,1,
PDP2,57546,16,
JPH2,57158,20,
NUDT2,318,9,
VCPIP1,80124,8,
C15orf59,388135,15,
DUSP9,1852,X,
SFTA1P,207107,10,
TTLL4,9654,2,
VSTM2L,128434,20,
MSH3,4437,5,
FBXW4,6468,10,
SAC3D1,29901,11,
OTUD5,55593,X,
MIPOL1,145282,14,
OIT3,170392,10,
RPL23AP7,118433,,
AZI2,64343,3,
ADAM19,8728,5,
MARVELD1,83742,10,
SPINK14,408187,5,
PITPNC1,26207,17,
